ResponseId,Perspective,Communication,Sex,Eng,Res,Question,VAS,Risk,Age,AgeZeroCenter
R_10BIu9dWwGhhxzD,Personal,Personal Responsibility,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Question_21,0.03,Low Risk,30,-8.931153184165233
R_10BIu9dWwGhhxzD,Personal,Personal Responsibility,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Question_22,0.16,High Risk,30,-8.931153184165233
R_10BIu9dWwGhhxzD,Personal,Personal Responsibility,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Question_23,0.05,High Risk,30,-8.931153184165233
R_10BIu9dWwGhhxzD,Personal,Personal Responsibility,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Question_24,0.11,Minimal Risk,30,-8.931153184165233
R_10BIu9dWwGhhxzD,Personal,Personal Responsibility,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Question_25,0.1,High Risk,30,-8.931153184165233
R_10BIu9dWwGhhxzD,Personal,Personal Responsibility,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Question_26,0.02,High Risk,30,-8.931153184165233
R_10BIu9dWwGhhxzD,Personal,Personal Responsibility,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Question_27,0.04,Low Risk,30,-8.931153184165233
R_10BIu9dWwGhhxzD,Personal,Personal Responsibility,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Question_28,0.11,High Risk,30,-8.931153184165233
R_10BIu9dWwGhhxzD,Personal,Personal Responsibility,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Question_29,0.02,High Risk,30,-8.931153184165233
R_10BIu9dWwGhhxzD,Personal,Personal Responsibility,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Question_30,0.02,High Risk,30,-8.931153184165233
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_1,0.47,Low Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_2,0,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_3,0.69,Minimal Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_4,0,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_5,0.3,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_6,0.65,Low Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_7,0,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_8,0.78,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_9,0.32,Minimal Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_10,0,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_11,0.94,Minimal Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_12,0,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_13,0.73,Minimal Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_14,0.96,Minimal Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_15,0.12,Minimal Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_16,0.81,Low Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_17,0,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_18,0.91,Low Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_19,0.53,Low Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_20,0,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_21,0.64,Low Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_22,0.97,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_23,0.23,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_24,1,Minimal Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_25,0,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_26,0.82,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_27,0.37,Low Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_28,0,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_29,0,High Risk,31,-7.9311531841652325
R_10IMVHlkdXvxvVp,Personal,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_30,0,High Risk,31,-7.9311531841652325
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_1,0.29,Low Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_2,0.29,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_3,0.46,Minimal Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_4,0.22,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_5,0.32,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_6,0.23,Low Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_7,0.26,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_8,0.24,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_9,0.31,Minimal Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_10,0.13,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_11,0.7,Minimal Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_12,0.45,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_13,0.42,Minimal Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_14,0.65,Minimal Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_15,0.62,Minimal Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_16,0.67,Low Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_17,0.3,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_18,0.56,Low Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_19,0.37,Low Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_20,0.25,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_21,0.33,Low Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_22,0.65,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_23,0.25,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_24,0.65,Minimal Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_25,0.66,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_26,0.41,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_27,0.21,Low Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_28,0.32,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_29,0.28,High Risk,52,13.068846815834767
R_11XhYMbR3tcnv2M,Personal,Personal Responsibility,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_30,0.29,High Risk,52,13.068846815834767
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_1,0.05,Low Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_2,0,High Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_3,0.7,Minimal Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_4,0,High Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_5,0.17,High Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_6,0.44,Low Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_7,0,High Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_8,0.13,High Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_9,0.82,Minimal Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_10,0,High Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_11,1,Minimal Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_12,0.11,High Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_13,0.67,Minimal Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_14,0.88,Minimal Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_15,0.18,Minimal Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_16,0.72,Low Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_17,0,High Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_18,0.84,Low Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_19,0.58,Low Risk,38,-0.9311531841652325
R_129hCeOIWDbKCMr,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_20,0,High Risk,38,-0.9311531841652325
