StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CF2,CF1,P_ID,Trap1,ReadingQ,VisionQ,FluencyQ,Age_1,Gender,Eng,Res,Chi,Practice_1,1_Per_Rea_1,2_Per_Rea_1,3_Per_Rea_1,4_Per_Rea_1,5_Per_Rea_1,6_Per_Rea_1,7_Per_Rea_1,8_Per_Rea_1,9_Per_Rea_1,10_Per_Rea_1,11_Per_Rea_1,12_Per_Rea_1,13_Per_Rea_1,14_Per_Rea_1,15_Per_Rea_1,16_Per_Rea_1,17_Per_Rea_1,18_Per_Rea_1,19_Per_Rea_1,20_Per_Rea_1,21_Per_Rea_1,22_Per_Rea_1,23_Per_Rea_1,24_Per_Rea_1,25_Per_Rea_1,26_Per_Rea_1,27_Per_Rea_1,28_Per_Rea_1,29_Per_Rea_1,30_Per_Rea_1,1_Per_Imp_1,2_Per_Imp_1,3_Per_Imp_1,4_Per_Imp_1,5_Per_Imp_1,6_Per_Imp_1,7_Per_Imp_1,8_Per_Imp_1,9_Per_Imp_1,10_Per_Imp_1,11_Per_Imp_1,12_Per_Imp_1,13_Per_Imp_1,14_Per_Imp_1,15_Per_Imp_1,16_Per_Imp_1,17_Per_Imp_1,18_Per_Imp_1,19_Per_Imp_1,20_Per_Imp_1,21_Per_Imp_1,22_Per_Imp_1,23_Per_Imp_1,24_Per_Imp_1,25_Per_Imp_1,26_Per_Imp_1,27_Per_Imp_1,28_Per_Imp_1,29_Per_Imp_1,30_Per_Imp_1,1_Per_Con_1,2_Per_Con_1,3_Per_Con_1,4_Per_Con_1,5_Per_Con_1,6_Per_Con_1,7_Per_Con_1,8_Per_Con_1,9_Per_Con_1,10_Per_Con_1,11_Per_Con_1,12_Per_Con_1,13_Per_Con_1,14_Per_Con_1,15_Per_Con_1,16_Per_Con_1,17_Per_Con_1,18_Per_Con_1,19_Per_Con_1,20_Per_Con_1,21_Per_Con_1,22_Per_Con_1,23_Per_Con_1,24_Per_Con_1,25_Per_Con_1,26_Per_Con_1,27_Per_Con_1,28_Per_Con_1,29_Per_Con_1,30_Per_Con_1,Practice_Gen_1,1_Gen_Rea_1,2_Gen_Rea_1,3_Gen_Rea_1,4_Gen_Rea_1,5_Gen_Rea_1,6_Gen_Rea_1,7_Gen_Rea_1,8_Gen_Rea_1,9_Gen_Rea_1,10_Gen_Rea_1,11_Gen_Rea_1,12_Gen_Rea_1,13_Gen_Rea_1,14_Gen_Rea_1,15_Gen_Rea_1,16_Gen_Rea_1,17_Gen_Rea_1,18_Gen_Rea_1,19_Gen_Rea_1,20_Gen_Rea_1,21_Gen_Rea_1,22_Gen_Rea_1,23_Gen_Rea_1,24_Gen_Rea_1,25_Gen_Rea_1,26_Gen_Rea_1,27_Gen_Rea_1,28_Gen_Rea_1,29_Gen_Rea_1,30_Gen_Rea_1,1_Gen_Imp_1,2_Gen_Imp_1,3_Gen_Imp_1,4_Gen_Imp_1,5_Gen_Imp_1,6_Gen_Imp_1,7_Gen_Imp_1,8_Gen_Imp_1,9_Gen_Imp_1,10_Gen_Imp_1,11_Gen_Imp_1,12_Gen_Imp_1,13_Gen_Imp_1,14_Gen_Imp_1,15_Gen_Imp_1,16_Gen_Imp_1,17_Gen_Imp_1,18_Gen_Imp_1,19_Gen_Imp_1,20_Gen_Imp_1,21_Gen_Imp_1,22_Gen_Imp_1,23_Gen_Imp_1,24_Gen_Imp_1,25_Gen_Imp_1,26_Gen_Imp_1,27_Gen_Imp_1,28_Gen_Imp_1,29_Gen_Imp_1,30_Gen_Imp_1,1_Gen_Con_1,2_Gen_Con_1,3_Gen_Con_1,4_Gen_Con_1,5_Gen_Con_1,6_Gen_Con_1,7_Gen_Con_1,8_Gen_Con_1,9_Gen_Con_1,10_Gen_Con_1,11_Gen_Con_1,12_Gen_Con_1,13_Gen_Con_1,14_Gen_Con_1,15_Gen_Con_1,16_Gen_Con_1,17_Gen_Con_1,18_Gen_Con_1,19_Gen_Con_1,20_Gen_Con_1,21_Gen_Con_1,22_Gen_Con_1,23_Gen_Con_1,24_Gen_Con_1,25_Gen_Con_1,26_Gen_Con_1,27_Gen_Con_1,28_Gen_Con_1,29_Gen_Con_1,30_Gen_Con_1,PROLIFIC_PID,GeoLocation
8/06/2020 2:02,8/06/2020 2:07,IP Address,80.195.132.149,100,326,TRUE,8/06/2020 2:07,R_BsOszBGgj1buRy1,,,,,52.53379822,-1.7368927,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",584d88ee6a3e990001bf1b67,Chicago,No,Yes,Yes,41,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,9,0,21,2,0,5,6,0,62,0,20,60,82,49,0,48,16,2,1,81,5,49,0,13,12,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:08,IP Address,86.168.132.45,100,386,TRUE,8/06/2020 2:08,R_6qW49uJ4FNmGCYx,,,,,52.11610413,-1.064804077,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",59c028e8754a19000111c303,Chicago,No,Yes,Yes,45,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,100,100,0,0,100,0,100,0,0,0,0,0,0,100,0,0,100,100,0,100,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:02,8/06/2020 2:08,IP Address,94.0.95.40,100,358,TRUE,8/06/2020 2:08,R_3qhUA4d3wgGKryp,,,,,51.36390686,0.613998413,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e3ff7f1209f97228a6c26a9,Chicago,No,Yes,Yes,32,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,73,0,0,9,0,20,0,0,0,0,0,85,0,65,75,20,91,0,30,51,0,22,74,0,79,0,16,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:08,IP Address,81.136.86.45,100,407,TRUE,8/06/2020 2:08,R_3EGVY5aHyP9zMP9,,,,,53.25579834,-0.507705688,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5ea96eb7083ea5057fd3003c,Chicago,No,Yes,Yes,26,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7,0,35,1,61,27,0,12,25,0,100,11,94,100,92,100,0,100,56,13,60,100,5,90,44,96,50,66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:03,8/06/2020 2:08,IP Address,176.26.146.39,100,290,TRUE,8/06/2020 2:08,R_3HSaJTV9YvCSmY3,,,,,52.43910217,-1.50390625,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e5432b7c1d6c60919eb11d8,Chicago,No,Yes,Yes,33,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,76,75,70,52,100,87,100,45,32,100,74,100,100,99,100,55,98,100,80,100,98,88,100,100,100,69,91,85,31,,United Kingdom
8/06/2020 2:00,8/06/2020 2:08,IP Address,88.108.63.117,100,460,TRUE,8/06/2020 2:08,R_1E42iuzXrp8a3XW,,,,,53.38310242,-1.460098267,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5863ab01ac950900013dd9dd,Chicago,No,Yes,Yes,56,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,0,18,0,0,50,0,1,71,0,10,50,0,17,0,84,0,0,51,49,0,70,0,49,0,51,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:08,IP Address,86.137.251.11,100,423,TRUE,8/06/2020 2:08,R_1r7TRDE2eMCz9eR,,,,,54.54840088,-1.593704224,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree, but do not consent to the use of my data in future research.",58935bbed060d400011601ac,Chicago,No,Yes,Yes,57,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15,0,0,0,0,0,0,0,100,0,0,87,78,71,0,91,96,0,100,100,0,100,53,15,4,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:08,IP Address,92.29.5.117,100,434,TRUE,8/06/2020 2:08,R_1rpQ5vT5D3fKeoK,,,,,56.48060608,-2.935806274,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5d53be7ddaac02001566b548,Chicago,No,Yes,Yes,34,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,72,0,8,0,0,0,55,0,100,0,77,82,75,37,0,41,2,0,7,53,0,100,9,0,56,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:00,8/06/2020 2:09,IP Address,62.64.206.91,100,494,TRUE,8/06/2020 2:09,R_1DLUcPKUzYwkmgW,,,,,51.46229553,-2.550201416,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5c0ebf81857373000152ed32,Chicago,No,Yes,Yes,34,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,50,37,63,52,20,58,46,5,84,35,81,14,91,75,10,77,12,13,62,76,48,82,61,62,48,18,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
8/06/2020 2:01,8/06/2020 2:09,IP Address,188.211.163.128,100,469,TRUE,8/06/2020 2:09,R_3rYaxMfYarJPO0Q,,,,,51.47200012,-0.220397949,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5e72575be8e23118f1a6359b,Chicago,No,Yes,Yes,25,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,14,14,32,27,29,23,6,13,89,28,66,90,67,65,8,46,56,59,29,73,0,64,58,53,11,28,8,0,,United Kingdom
8/06/2020 2:00,8/06/2020 2:09,IP Address,49.255.189.174,100,526,TRUE,8/06/2020 2:09,R_30iwA213HoerR7a,,,,,-31.96330261,115.8608093,anonymous,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",5d256883e36e710019509985,Chicago,No,Yes,Yes,45,Male,Yes.,Australia,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4,0,23,1,1,3,0,1,49,20,78,21,49,86,74,5,11,61,12,10,1,10,13,51,11,3,21,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia
