ResponseId,Group,Age_1,Practice_Gen_1,Question_1,Question_2,Question_3,Question_4,Question_5,Question_6,Question_7,Question_8,Question_9,Question_10,Question_11,Question_12,Question_13,Question_14,Question_15,Question_16,Question_17,Question_18,Question_19,Question_20,Question_21,Question_22,Question_23,Question_24,Question_25,Question_26,Question_27,Question_28,Question_29,Question_30,Progress,Duration (in seconds),Finished,UserLanguage,CF2,CF1,Trap1,VisionQ,FluencyQ,Gender,Eng,Res,Chi,1_RT_First Click_5,1_RT_Last Click_5,1_RT_Page Submit_5,1_RT_Click Count_5,2_RT_First Click_5,2_RT_Last Click_5,2_RT_Page Submit_5,2_RT_Click Count_5,3_RT_First Click_5,3_RT_Last Click_5,3_RT_Page Submit_5,3_RT_Click Count_5,4_RT_First Click_5,4_RT_Last Click_5,4_RT_Page Submit_5,4_RT_Click Count_5,5_RT_First Click_5,5_RT_Last Click_5,5_RT_Page Submit_5,5_RT_Click Count_5,6_RT_First Click_5,6_RT_Last Click_5,6_RT_Page Submit_5,6_RT_Click Count_5,7_RT_First Click_5,7_RT_Last Click_5,7_RT_Page Submit_5,7_RT_Click Count_5,8_RT_First Click_5,8_RT_Last Click_5,8_RT_Page Submit_5,8_RT_Click Count_5,9_RT_First Click_5,9_RT_Last Click_5,9_RT_Page Submit_5,9_RT_Click Count_5,10_RT_First Click_5,10_RT_Last Click_5,10_RT_Page Submit_5,10_RT_Click Count_5,11_RT_First Click_5,11_RT_Last Click_5,11_RT_Page Submit_5,11_RT_Click Count_5,12_RT_First Click_5,12_RT_Last Click_5,12_RT_Page Submit_5,12_RT_Click Count_5,13_RT_First Click_5,13_RT_Last Click_5,13_RT_Page Submit_5,13_RT_Click Count_5,14_RT_First Click_5,14_RT_Last Click_5,14_RT_Page Submit_5,14_RT_Click Count_5,15_RT_First Click_5,15_RT_Last Click_5,15_RT_Page Submit_5,15_RT_Click Count_5,16_RT_First Click_5,16_RT_Last Click_5,16_RT_Page Submit_5,16_RT_Click Count_5,17_RT_First Click_5,17_RT_Last Click_5,17_RT_Page Submit_5,17_RT_Click Count_5,18_RT_First Click_5,18_RT_Last Click_5,18_RT_Page Submit_5,18_RT_Click Count_5,19_RT_First Click_5,19_RT_Last Click_5,19_RT_Page Submit_5,19_RT_Click Count_5,20_RT_First Click_5,20_RT_Last Click_5,20_RT_Page Submit_5,20_RT_Click Count_5,21_RT_First Click_5,21_RT_Last Click_5,21_RT_Page Submit_5,21_RT_Click Count_5,22_RT_First Click_5,22_RT_Last Click_5,22_RT_Page Submit_5,22_RT_Click Count_5,23_RT_First Click_5,23_RT_Last Click_5,23_RT_Page Submit_5,23_RT_Click Count_5,24_RT_First Click_5,24_RT_Last Click_5,24_RT_Page Submit_5,24_RT_Click Count_5,25_RT_First Click_5,25_RT_Last Click_5,25_RT_Page Submit_5,25_RT_Click Count_5,26_RT_First Click_5,26_RT_Last Click_5,26_RT_Page Submit_5,26_RT_Click Count_5,27_RT_First Click_5,27_RT_Last Click_5,27_RT_Page Submit_5,27_RT_Click Count_5,28_RT_First Click_5,28_RT_Last Click_5,28_RT_Page Submit_5,28_RT_Click Count_5,29_RT_First Click_5,29_RT_Last Click_5,29_RT_Page Submit_5,29_RT_Click Count_5,30_RT_First Click_5,30_RT_Last Click_5,30_RT_Page Submit_5,30_RT_Click Count_5,ReadingQ
R_2tgsOOJAoxKAS5h,Per. Imperative,22,100,13,20,30,0,1,0,2,15,11,1,44,0,12,38,33,50,0,33,3,1,45,46,1,34,24,16,19,0,1,0,100,278,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,1.743,1.743,2.675,1,1.999,2.631,3.731,2,2.447,3.588,4.816,2,3.7,3.7,5.052,1,4.538,4.538,6.199,1,4.267,4.997,6.384,2,6.596,7.227,8.892,2,2.999,5.067,6.117,4,1.854,1.854,2.829,1,2.153,2.153,3.265,1,3.595,3.595,4.865,1,3.061,3.061,4.756,1,5.936,7.061,8.004,3,2.816,2.816,4.068,1,2.876,5.307,6.439,2,3.183,5.33,6.447,2,2.093,2.093,3.243,1,7.865,10.435,11.402,2,8.153,8.153,9.303,1,3.187,3.187,4.829,1,3.684,3.684,6.363,1,5.362,10.612,12.054,5,3.249,3.249,4.367,1,1.507,2.491,3.492,2,3.947,5.609,6.698,3,1.923,1.923,4.761,1,1.706,1.706,2.837,1,4.762,5.767,7.057,2,4.068,4.068,4.993,1,3.397,3.397,4.657,1,NA
R_1erXfx4AZYVcFbT,Per. Imperative,65,100,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,100,432,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,9.547,9.547,11.023,1,3.926,6.154,7.1,2,5.8,5.8,7.39,1,4.695,4.695,6.694,1,8.34,8.34,10.042,1,5.018,5.018,6.077,1,5.102,5.955,7.401,2,5.348,5.348,6.697,1,4.151,4.151,5.827,1,3.405,3.405,4.912,1,6.502,8.695,10.617,2,11.335,11.335,13.114,1,7.456,7.456,9.227,1,6.515,9.477,9.982,2,7.369,9.419,10.52,2,9.245,11.284,12.824,3,4.214,4.214,6.588,1,5.603,5.603,7.396,1,3.189,3.189,4.912,1,7.779,7.779,9.297,1,9.544,10.165,12.469,2,12.672,12.672,15,1,3.503,3.503,5.088,1,12.262,12.262,13.767,1,11.118,11.118,12.958,1,5.64,8.352,9.565,2,8.04,8.04,10.037,1,9.385,9.385,11.794,1,3.979,3.979,5.773,1,2.985,2.985,5.681,1,NA
R_1Os2bxSNfLTvZBT,Per. Imperative,46,100,1,2,1,3,2,2,5,2,1,3,12,10,0,2,22,2,4,3,8,2,0,45,3,13,20,6,2,9,0,4,100,425,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,7.547,7.547,10.845,1,5.451,5.451,6.705,1,3.971,3.971,5.231,1,3.79,3.79,4.941,1,7.067,7.067,8.47,1,7.303,7.303,8.427,1,5.706,5.706,6.964,1,6.31,6.923,8.277,2,7.85,8.338,9.662,2,2.852,3.683,4.745,2,7.739,8.51,9.875,2,5.332,5.87,7.293,2,6.908,7.589,9.01,2,1.493,4.832,5.287,2,5.22,5.22,6.434,1,1.988,2.464,3.678,2,6.18,6.18,7.63,1,4.278,4.278,5.143,1,5.526,5.526,6.63,1,4.488,4.488,5.508,1,9.125,9.125,10.381,1,6.003,6.003,7.119,1,2.441,2.441,3.96,1,17.922,17.922,20.034,1,7.871,7.871,9.781,1,4.147,4.147,5.453,1,3.316,3.316,4.877,1,7.677,7.677,8.753,1,7.647,7.647,9.079,1,1.523,2.827,4.518,3,NA
R_3JwS3u4bzhmgvjS,Per. Imperative,36,100,51,1,61,14,54,50,22,26,74,1,100,5,89,100,100,100,0,98,82,33,58,100,18,100,4,99,74,6,0,0,100,625,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,13.752,14.961,16.14,2,8.18,8.18,9.308,1,17.725,17.725,18.557,1,4.316,7.613,8.587,6,8.749,8.749,9.805,1,8.73,9.849,11.012,3,99.973,99.973,101.189,1,42.276,42.276,43.494,1,6.313,6.313,7.308,1,3.503,5.096,6.025,3,8.87,9.774,10.95,2,7.514,9.827,10.747,3,11.877,11.877,13.634,1,3.955,3.955,5.318,1,6.619,8.644,9.526,3,4.898,5.595,6.77,2,12.218,13.746,14.723,3,6.75,6.75,7.51,1,18.982,18.982,19.817,1,7.17,8.371,9.594,3,10.102,10.102,11.335,1,5.928,6.985,8.037,2,11.742,12.664,13.693,2,21.767,23.759,24.401,2,11.321,11.947,13.015,2,5.716,5.716,6.823,1,12.407,14.392,15.184,3,12.876,12.876,14.31,1,5.46,7.014,8.101,2,4.649,4.655,6.544,2,NA
R_33fLt6k7k6qWeaf,Per. Imperative,43,100,27,3,33,0,69,53,17,41,33,0,90,71,47,63,100,48,41,82,85,27,52,100,14,100,58,40,24,33,24,30,100,460,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,7.816,7.816,9.045,1,5.337,7.683,9.039,3,4.352,5.377,7.456,2,6.739,6.739,8.501,1,7.571,7.571,8.77,1,8.427,9.212,10.328,2,6.222,6.976,8.401,2,7.702,7.702,9.176,1,6.726,6.726,8.342,1,10.902,10.902,12.457,1,5.449,5.449,6.474,1,5.601,5.601,6.94,1,10.269,10.269,11.549,1,8.185,9.064,10.132,2,6.28,7.324,8.07,2,10.147,10.147,11.274,1,7.476,7.476,8.486,1,9.639,10.186,11.267,2,6.09,7.729,8.758,2,12.967,13.905,15.402,2,50.238,50.238,51.627,1,4.98,4.98,5.978,1,7.001,7.001,9.212,1,5.404,5.404,6.794,1,5.766,6.85,7.798,2,6.01,6.01,7.002,1,8.884,11.167,12.202,3,8.906,8.906,10.186,1,7.612,8.737,10.35,2,6.156,7.208,8.354,2,NA
R_3PYW7cUNoBoXb8I,Per. Imperative,46,96,0,0,23,0,17,0,0,27,0,0,40,0,14,0,22,0,0,18,0,0,31,65,0,38,0,0,9,13,0,0,100,647,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,8.281,8.281,9.605,1,6.512,6.512,8.787,1,20.097,20.097,21.844,1,6.178,6.178,8.489,1,18.907,18.907,21.044,1,8.12,8.12,10.615,1,7.42,7.42,10.029,1,13.165,13.165,14.851,1,7.198,7.198,9.665,1,7.638,7.638,11.697,1,6.167,6.167,8.196,1,7.353,10.717,12.858,2,13.706,13.706,15.231,1,8.385,8.385,10.462,1,9.009,9.009,10.756,1,5.984,5.984,8.451,1,6.969,6.969,9.31,1,11.475,11.475,13.409,1,7.689,7.689,9.524,1,8.588,10.098,11.915,2,17.156,17.156,19.492,1,16.25,16.25,18.068,1,7.493,7.493,9.517,1,7.211,7.211,9.192,1,7.311,7.311,9.652,1,11.675,11.675,13.762,1,8.128,8.128,9.528,1,15.003,15.003,17.153,1,6.013,6.013,9.07,1,6.638,6.638,8.937,1,NA
R_1ln0GRX6wdGcTHY,Per. Imperative,31,100,37,4,31,11,11,15,1,59,0,0,68,53,33,23,69,42,19,73,61,4,59,83,4,80,26,42,65,19,15,0,100,681,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree, but do not consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,10.621,10.621,11.444,1,5.424,7.834,8.562,3,6.069,6.069,8.638,1,6.127,6.127,6.849,1,74.518,75.726,76.553,2,5.214,5.977,6.795,2,13.43,13.43,14.991,1,4.353,4.353,6.356,1,3.756,3.756,4.667,1,5.908,5.908,6.765,1,9.157,9.717,10.495,2,13.046,13.046,13.815,1,49.108,50.038,51.079,3,7.757,8.238,9.433,2,54.31,54.31,55.209,1,3.276,3.956,4.956,2,19.561,19.561,20.568,1,7.249,7.249,8.419,1,11.372,11.372,12.38,1,3.894,5.285,6.901,2,20.329,20.329,21.932,1,53.84,57.129,57.872,4,7.396,7.396,8.477,1,3.649,5.386,6.132,4,5.99,5.99,6.854,1,37.019,37.019,37.811,1,17.565,17.565,18.645,1,4.874,4.874,6.077,1,5.599,5.599,6.57,1,5.52,5.52,6.321,1,NA
R_2pQYornXBEbaoCk,Per. Imperative,19,100,20,16,53,0,16,1,18,62,30,0,69,18,40,1,0,100,16,61,0,43,59,0,0,100,19,6,53,40,11,0,100,750,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,Australia,United Kingdom of Great Britain and Northern Ireland,21.263,42.874,45.06,6,8.546,8.546,9.886,1,57.527,58.6,60.786,3,11.221,13.315,14.835,3,14.642,16.2,17.624,2,3.283,6.897,10.373,2,4.466,11.436,14.941,4,8.688,9.48,10.684,2,11.021,11.021,13.09,1,3.441,3.441,10.099,1,5.875,5.875,9.114,1,9.654,12.465,13.719,2,6.666,11.844,13.199,2,4.253,4.253,13.22,1,3.644,3.644,7.177,1,4.166,19.165,20.158,5,5.012,5.012,6.229,1,4.165,11.245,12.345,2,7.015,8.494,10.913,3,6.757,17.38,18.86,4,20.141,51.447,52.608,7,8.974,8.974,18.936,1,5.28,5.28,8.445,1,11.493,13.943,15.28,3,3.815,5.298,7.082,3,11.225,19.165,20.82,4,9.895,9.895,11.627,1,12.642,15.563,16.931,2,2.651,2.651,7.856,1,5.059,5.059,8.022,1,NA
R_3DqnFKtg1qwQzP6,Per. Imperative,63,84,19,15,29,5,32,7,18,5,4,0,74,31,7,68,63,31,23,50,50,40,20,82,0,67,50,34,33,62,33,5,100,631,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,8.245,8.245,10.689,1,5.628,5.628,7.383,1,7.721,7.721,9.426,1,12.207,12.207,14.221,1,16.922,16.922,18.838,1,13.227,13.227,15.291,1,10.782,10.782,12.479,1,11.333,11.333,18.619,1,10.078,10.078,12.078,1,9.334,9.334,13.185,1,6.76,6.76,8.6,1,13.622,13.622,15.695,1,6.041,9.664,11.371,2,7.901,7.901,10.06,1,8.191,8.191,10.02,1,7.413,7.413,9.237,1,6.765,6.765,8.477,1,10.028,10.028,12.266,1,12.562,12.562,14.267,1,11.479,11.479,13.307,1,12.895,12.895,15.218,1,14.259,17.736,19.419,2,12.268,12.268,14.392,1,11.953,11.953,13.775,1,8.201,8.201,10.157,1,17.859,17.859,19.897,1,10.116,10.116,12.019,1,13.654,13.654,15.125,1,8.736,8.736,11.254,1,7.278,7.278,9.451,1,NA
R_2sYntMtPaaTzLZl,Per. Imperative,65,100,0,0,0,0,49,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,86,0,21,0,0,0,0,0,0,100,770,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,5.03,7.19,8.356,2,3.09,5.549,6.32,4,6.614,8.55,9.071,3,3.377,4.725,6.859,2,22.29,25.542,26.353,3,4.044,6.352,6.816,3,3.68,7.587,8.197,4,10.35,21.383,22.207,4,3.802,8.438,9.184,3,3.961,8.403,9.479,4,8.077,10.336,11.033,3,5.384,6.482,7.524,2,2.524,13.944,15.182,4,10.209,12.879,13.676,4,7.693,8.404,9.539,2,6.498,14.193,15.322,2,6.667,9.481,10.766,2,5.98,6.687,7.738,2,27.21,33.917,35.045,5,3.231,5.888,6.971,2,3.277,5.171,6.264,3,3.173,17.267,17.996,4,2.87,4.988,5.615,3,8.267,34.546,35.776,2,3.694,5.313,6.471,2,5.665,6.389,7.6,2,6.196,13.005,13.779,3,5.937,9.103,9.637,4,8.39,9.372,11.098,2,2.887,3.672,4.951,2,NA
R_3lLXP1KoXFp0YU7,Per. Imperative,55,100,0,0,18,0,30,0,0,0,0,0,88,0,81,66,0,87,0,76,70,0,88,75,0,69,0,0,0,31,0,0,100,556,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,7.747,8.284,9.641,2,7.572,7.572,8.873,1,8.806,15.658,16.839,3,5.073,5.073,6.384,1,8.414,8.414,9.604,1,6.599,6.599,7.949,1,9.586,9.586,10.8,1,11.457,11.457,13.166,1,6.899,6.899,8.697,1,5.143,5.143,6.3,1,6.466,6.466,10.719,1,5.561,5.561,6.91,1,14.141,18.717,19.762,2,6.36,6.36,7.661,1,10.684,10.684,11.993,1,28.18,28.18,31.593,1,6.891,6.891,9,1,31.403,31.403,32.896,1,6.844,8.036,12.689,2,10.789,10.789,12.034,1,9.538,9.538,11.352,1,27.771,27.771,29,1,3.931,5.868,7.586,2,8.245,8.245,9.722,1,10.574,10.574,12.387,1,9.904,11.384,12.901,3,5.962,5.962,7.144,1,12.945,22.218,23.478,3,4.965,4.965,6.282,1,9.001,9.001,10.516,1,NA
R_5yTYpQaUjPvaVY5,Per. Imperative,30,15,2,6,36,10,60,31,3,35,30,3,73,29,23,21,27,10,10,17,22,16,25,86,3,75,17,75,63,30,17,12,100,634,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,6.92,6.92,9.017,1,6.919,8.563,10.182,3,8.985,8.985,10.486,1,7.153,7.153,8.661,1,17.301,17.301,18.837,1,8.871,8.871,10.772,1,18.456,18.456,20.279,1,8.84,8.84,11.117,1,5.954,5.954,7.516,1,9.199,9.199,10.799,1,12.785,12.785,14.398,1,9.591,9.591,14.406,1,11.2,11.2,13.306,1,8.739,9.926,11.557,2,7.338,11.271,12.775,4,6.272,6.272,10.453,1,8.664,9.477,11.242,2,11.576,11.576,12.885,1,6.88,9.232,10.843,3,16.023,16.023,18.059,1,11.03,11.832,13.312,2,12.301,12.301,14.056,1,9.964,12.375,14.088,3,9.167,11.734,13.17,2,15.047,19.002,20.741,2,13.367,13.367,14.937,1,8.413,11.567,12.925,2,25.261,25.261,26.878,1,20.734,20.734,22.407,1,12.91,12.91,14.926,1,NA
R_1NsskM39eoj9xXq,Per. Imperative,51,100,3,22,7,1,0,1,3,32,1,1,23,2,10,54,4,32,24,22,4,15,13,68,3,16,41,9,11,14,2,7,100,729,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,69.2,69.2,71.459,1,5.681,5.681,7.509,1,6.336,6.336,8,1,5.585,5.585,7.541,1,33.482,33.482,35.16,1,8.647,8.647,10.64,1,7.587,7.587,9.827,1,38.196,38.196,40.343,1,4.07,4.07,6.238,1,5.62,5.62,7.448,1,6.331,6.331,7.746,1,7.676,7.676,9.907,1,39.465,39.465,41.374,1,7.377,7.377,8.8,1,6.007,6.007,8.051,1,85.696,85.696,87.34,1,7.582,7.582,9.224,1,5.782,8.867,10.518,2,5.568,5.568,7.325,1,5.001,5.001,7.039,1,10.272,10.272,12.001,1,7.031,7.031,8.398,1,4.429,4.429,6.84,1,9.257,61.71,63.55,3,7.648,7.648,9.2,1,5.355,5.355,7.5,1,15.135,15.135,16.83,1,12.801,13.684,15.665,2,6.635,6.635,8.991,1,3.232,3.232,4.898,1,NA
R_vjn3jcMx8pOtvCF,Per. Imperative,23,99,0,2,42,1,5,2,0,39,23,0,43,0,54,21,18,0,0,49,1,31,35,17,1,46,27,0,44,0,1,0,100,644,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,Australia,Australia,6.072,6.072,7.534,1,4.062,4.062,6.438,1,9.95,9.95,10.949,1,7.343,7.886,9.264,2,10.485,10.485,11.596,1,10.762,11.643,13.911,2,6.79,7.251,8.534,2,6.982,6.982,9.628,1,6.437,6.437,9.264,1,3.283,3.283,5.352,1,5.359,6.625,8.641,2,5.136,5.136,8.053,1,7.528,9.104,11.182,2,7.171,7.171,8.501,1,5.092,5.536,10.084,2,4.55,4.55,7.688,1,4.902,4.902,6.715,1,8.282,8.282,10.857,1,6.553,6.553,8.354,1,15.16,18.99,21.274,2,10.137,12.869,15.288,2,8.399,8.399,9.862,1,8.916,8.916,10.177,1,5.439,8.483,9.701,2,8.451,8.451,10.609,1,8.261,8.261,10.889,1,9.635,9.635,10.957,1,4.176,4.176,7.518,1,12.029,14.196,16.705,3,7.06,8.378,11.758,3,NA
R_3iCr2LnokKc5480,Per. Imperative,40,94,0,9,13,4,37,13,0,2,13,0,23,2,25,20,41,1,1,33,17,1,18,24,0,74,24,15,6,12,0,17,100,645,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,7.326,7.326,9.607,1,6.503,6.503,8.975,1,5.54,5.54,8.478,1,8.272,8.272,11.493,1,18.717,32.144,34.21,2,8.628,8.628,11.771,1,6.263,8.045,10.246,2,9.504,9.504,12.35,1,5.915,5.915,8.682,1,5.482,5.482,8.038,1,8.73,8.73,12.244,1,7.378,10.453,12.657,3,7.334,7.334,10.21,1,6.13,6.13,9.756,1,6.206,7.877,12.148,2,8.554,8.554,13.131,1,6.825,6.825,9.343,1,8.124,9.844,13.439,2,6.781,6.781,9.985,1,12.534,12.534,14.833,1,9.814,9.814,12.6,1,6.433,6.433,12.925,1,6.724,6.724,9.287,1,5.07,17.481,19.076,5,8.3,9.69,14.803,2,7.186,7.186,10.411,1,7.112,7.112,9.645,1,8.057,8.057,10.59,1,5.65,5.65,9.227,1,5.52,5.52,8.958,1,NA
R_2ruwaKVV5FJPNAg,Per. Imperative,32,84,1,0,0,0,1,0,0,0,0,0,12,10,9,6,1,6,0,1,2,0,0,20,0,23,9,0,0,0,1,0,100,781,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,17.298,18.052,18.952,2,9.598,11.263,12.028,4,29.72,31.048,74.922,3,3.159,3.714,4.562,2,14.451,16.954,17.646,4,12.27,13.807,14.401,2,4.19,4.19,5.118,1,6.845,8.235,9.049,3,8.401,9.768,10.5,3,8.726,8.726,9.438,1,8.898,8.898,9.783,1,33.635,33.635,35.62,1,10.17,10.17,11.539,1,30.997,30.997,32.101,1,14.378,14.378,15.155,1,4.256,11.135,11.97,6,7.628,10.215,10.964,5,11.932,15.473,16.278,2,8.741,9.28,10.217,2,2.234,9.601,11.273,4,16.746,18.731,19.481,4,5.334,7.382,8.288,2,5.6,9.696,10.432,5,9.221,13.995,15.858,3,10.862,13.433,14.265,3,9.242,10.408,11.652,3,8.944,8.944,9.853,1,7.246,10.785,11.499,6,5.359,5.359,6.175,1,3.235,3.706,4.717,2,NA
R_2TLW55j9HDNJlNy,Per. Imperative,21,100,20,7,96,12,54,27,4,47,52,2,100,43,93,98,95,62,11,79,29,49,48,99,6,100,28,69,89,20,5,2,100,768,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,12.319,16.366,17.835,2,3.651,11.979,13.181,3,5.398,20.417,21.6,2,5.254,14.401,15.481,3,9.864,9.864,16.768,1,15.263,32.813,34.055,6,12.764,18.678,20.065,2,5.862,25.774,27.467,2,4.095,8.934,10.004,3,5.791,12.607,13.821,7,4.867,5.799,7.02,2,16.204,29.32,30.401,3,5.962,12.114,16.871,4,3.267,5.743,6.726,2,18.931,44.004,44.92,4,11.201,11.201,13.279,1,6.77,15.739,17.218,4,16.472,27.163,28.344,4,5.073,11.279,12.719,3,12.401,17.807,19.081,2,17.747,30.084,31.707,2,3.993,12.594,13.49,2,5.611,7.862,9.278,2,7.475,8.591,10.745,2,6.486,39.265,40.254,5,10.567,18.888,20.513,4,5.517,8.452,11.383,2,8.965,16.734,17.936,3,5.265,10.833,11.835,4,6.035,11.417,14.898,2,NA
R_1InLfKIUWGi5Ivb,Per. Imperative,45,100,19,0,0,19,1,57,0,18,25,0,63,0,98,100,98,94,0,98,0,0,29,23,0,64,72,0,1,45,2,38,100,770,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,4.922,4.922,6.081,1,5.675,5.675,6.716,1,4.125,4.125,5.351,1,3.305,3.305,4.497,1,9.531,9.531,10.931,1,3.845,3.845,5.066,1,7.552,8.535,9.825,2,19.395,19.395,20.773,1,5.97,5.97,7.083,1,3.899,3.899,5.227,1,3.609,3.609,4.675,1,19.005,19.005,20.278,1,4.861,4.861,5.861,1,2.753,2.753,4.288,1,3.442,3.442,4.374,1,13.413,13.413,14.539,1,8.221,8.221,9.373,1,3.999,3.999,4.959,1,4.762,4.762,5.859,1,6.005,6.005,7.045,1,5.526,6.936,8.382,3,3.945,3.945,4.932,1,3.869,3.869,5.115,1,4.616,4.616,5.558,1,25.377,25.377,26.33,1,7.694,9.178,10.381,3,3.456,3.456,4.71,1,4.92,5.639,6.733,2,6.023,6.023,7.244,1,4.973,5.782,6.828,2,NA
R_3WuHo9ODAuQHqut,Per. Imperative,36,94,0,0,4,0,0,0,0,25,0,0,17,0,0,0,0,5,0,23,0,3,2,25,0,6,10,2,0,0,0,0,100,588,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,5.566,5.566,7.68,1,13.094,13.094,14.308,1,42.714,42.714,44.553,1,19.101,19.101,20.613,1,5.468,5.468,6.929,1,41.177,41.177,42.729,1,41.189,41.189,42.417,1,4.657,4.657,5.879,1,4.064,5.46,6.732,2,5.475,6.318,7.525,2,4.639,4.639,7.634,1,5.642,7.007,8.643,2,7.286,7.286,9.591,1,7.563,7.563,8.77,1,3.82,3.82,5.383,1,10.326,10.326,14.86,1,6.32,8.174,9.832,3,5.358,5.358,7.164,1,6.879,62.63,63.811,2,2.2,10.641,11.671,4,8.493,9.632,10.621,2,10.821,11.999,13.73,2,32.256,32.256,33.969,1,3.841,3.841,5.514,1,4.439,4.439,6.459,1,6.831,6.831,8.26,1,5.063,5.063,6.329,1,7.025,7.867,9.626,2,6.645,7.836,9.305,2,3.967,4.868,6.104,2,NA
